account_id,customer_id,month,end_of_month_balance,num_transactions,num_logins,overdraft_flag
ACC0000012,CUST004939,2024-05,15234.76,15,11,0
ACC0000012,CUST004939,2024-06,15691.12,10,6,1
ACC0000012,CUST004939,2024-07,16116.27,11,7,0
ACC0000012,CUST004939,2024-08,15756.43,14,10,0
ACC0000012,CUST004939,2024-09,16381.42,13,8,0
ACC0000012,CUST004939,2024-10,16359.63,8,10,0
ACC0000012,CUST004939,2024-12,15736.37,9,11,0
ACC0000014,CUST003529,2024-01,491.59,16,17,0
ACC0000014,CUST003529,2024-02,500.63,14,10,0
ACC0000014,CUST003529,2024-03,495.3,17,8,0
ACC0000014,CUST003529,2024-04,503.7,8,7,0
ACC0000014,CUST003529,2024-05,492.47,11,6,0
ACC0000014,CUST003529,2024-06,478.2,17,7,0
ACC0000014,CUST003529,2024-07,464.4,15,7,0
ACC0000014,CUST003529,2024-08,463.1,14,13,0
ACC0000014,CUST003529,2024-09,450.98,14,8,1
ACC0000014,CUST003529,2024-10,461.83,6,11,0
ACC0000014,CUST003529,2024-11,458.54,6,11,0
ACC0000014,CUST003529,2024-12,447.98,12,9,0
ACC0000017,CUST004288,2024-01,4619.83,12,6,0
ACC0000017,CUST004288,2024-02,4519.39,18,11,1
ACC0000017,CUST004288,2024-03,4564.51,10,7,0
ACC0000017,CUST004288,2024-04,4667.78,12,5,0
ACC0000017,CUST004288,2024-05,4898.11,14,8,0
ACC0000017,CUST004288,2024-06,4828.45,6,11,0
ACC0000017,CUST004288,2024-07,4821.19,10,7,0
ACC0000017,CUST004288,2024-08,5053.09,10,7,0
ACC0000017,CUST004288,2024-09,5125.14,14,9,0
ACC0000017,CUST004288,2024-10,5346.73,15,8,0
ACC0000017,CUST004288,2024-11,5321.6,15,7,1
ACC0000017,CUST004288,2024-12,5215.88,19,10,0
ACC0000019,CUST000080,2024-01,7303.66,15,6,0
ACC0000019,CUST000080,2024-02,7459.08,20,8,0
ACC0000019,CUST000080,2024-03,5777.8,18,9,0
ACC0000019,CUST000080,2024-04,4358.17,1,2,0
ACC0000019,CUST000080,2024-05,3356.81,1,3,0
ACC0000019,CUST000080,2024-06,0.0,0,0,0
ACC0000019,CUST000080,2024-07,0.0,0,0,0
ACC0000019,CUST000080,2024-08,0.0,0,0,0
ACC0000019,CUST000080,2024-09,0.0,0,0,0
ACC0000019,CUST000080,2024-10,0.0,0,0,0
ACC0000019,CUST000080,2024-11,0.0,0,0,0
ACC0000019,CUST000080,2024-12,0.0,0,0,0
ACC0000020,CUST001840,2024-01,4714.68,9,6,0
ACC0000020,CUST001840,2024-02,4781.11,15,7,0
ACC0000020,CUST001840,2024-03,5018.46,8,9,0
ACC0000020,CUST001840,2024-04,5083.37,16,2,0
ACC0000020,CUST001840,2024-05,5013.73,8,6,0
ACC0000020,CUST001840,2024-06,5192.08,17,10,0
ACC0000020,CUST001840,2024-07,5156.01,14,5,0
ACC0000020,CUST001840,2024-08,5160.79,10,7,0
ACC0000020,CUST001840,2024-09,5224.29,19,7,0
ACC0000020,CUST001840,2024-10,5427.22,13,9,0
ACC0000020,CUST001840,2024-11,5619.18,9,14,0
ACC0000020,CUST001840,2024-12,5584.54,16,13,0
ACC0000022,CUST002639,2024-01,7212.68,14,6,0
ACC0000022,CUST002639,2024-02,7124.46,13,9,0
ACC0000022,CUST002639,2024-03,7419.13,7,6,0
ACC0000022,CUST002639,2024-04,7500.91,14,12,0
ACC0000022,CUST002639,2024-05,7614.58,8,12,0
ACC0000022,CUST002639,2024-06,7978.02,13,11,0
ACC0000022,CUST002639,2024-07,8000.71,10,7,0
ACC0000022,CUST002639,2024-09,8597.85,19,10,0
ACC0000022,CUST002639,2024-10,8678.43,13,5,0
ACC0000022,CUST002639,2024-11,8997.22,14,6,0
ACC0000022,CUST002639,2024-12,9232.65,15,14,0
ACC0000023,CUST003389,2024-01,1532.41,2,2,0
ACC0000023,CUST003389,2024-02,1298.13,3,4,0
ACC0000023,CUST003389,2024-03,0.0,0,0,0
ACC0000023,CUST003389,2024-04,0.0,0,0,0
ACC0000023,CUST003389,2024-05,0.0,0,0,0
ACC0000023,CUST003389,2024-06,0.0,0,0,0
ACC0000023,CUST003389,2024-07,0.0,0,0,0
ACC0000023,CUST003389,2024-08,0.0,0,0,0
ACC0000023,CUST003389,2024-09,0.0,0,0,0
ACC0000023,CUST003389,2024-10,0.0,0,0,0
ACC0000023,CUST003389,2024-11,0.0,0,0,0
ACC0000023,CUST003389,2024-12,0.0,0,0,0
ACC0000024,CUST004644,2024-01,4661.56,14,13,0
ACC0000024,CUST004644,2024-02,4778.29,11,9,0
ACC0000024,CUST004644,2024-03,4720.16,20,11,0
ACC0000024,CUST004644,2024-04,4806.98,14,14,0
ACC0000024,CUST004644,2024-06,4762.91,12,8,0
ACC0000024,CUST004644,2024-07,4935.05,12,10,0
ACC0000024,CUST004644,2024-08,5058.27,10,10,0
ACC0000024,CUST004644,2024-09,5301.97,10,9,0
ACC0000024,CUST004644,2024-10,5518.58,13,14,0
ACC0000024,CUST004644,2024-11,5389.38,9,10,0
ACC0000024,CUST004644,2024-12,5487.97,11,11,1
ACC0000027,CUST000229,2024-01,9487.47,9,11,0
ACC0000027,CUST000229,2024-02,9307.93,13,4,0
ACC0000027,CUST000229,2024-03,9365.17,9,9,0
ACC0000027,CUST000229,2024-04,8047.9,10,4,0
ACC0000027,CUST000229,2024-05,6393.26,6,3,0
ACC0000027,CUST000229,2024-06,5157.87,4,1,0
ACC0000027,CUST000229,2024-07,0.0,0,0,0
ACC0000027,CUST000229,2024-08,0.0,0,0,0
ACC0000027,CUST000229,2024-09,0.0,0,0,0
ACC0000027,CUST000229,2024-10,0.0,0,0,0
ACC0000027,CUST000229,2024-11,0.0,0,0,0
ACC0000027,CUST000229,2024-12,0.0,0,0,0
ACC0000028,CUST002064,2024-01,6001.32,11,7,0
ACC0000028,CUST002064,2024-02,5969.75,13,8,0
ACC0000028,CUST002064,2024-03,6082.5,16,6,0
ACC0000028,CUST002064,2024-04,6349.35,15,8,0
ACC0000028,CUST002064,2024-05,6564.25,14,8,0
ACC0000028,CUST002064,2024-06,6500.43,18,6,0
ACC0000028,CUST002064,2024-07,6478.61,5,4,1
ACC0000028,CUST002064,2024-09,6238.53,12,6,0
ACC0000028,CUST002064,2024-10,6469.84,7,10,0
ACC0000028,CUST002064,2024-11,6629.37,12,8,0
ACC0000028,CUST002064,2024-12,6902.47,10,5,0
ACC0000033,CUST001865,2024-01,9844.72,11,5,0
ACC0000033,CUST001865,2024-02,9550.45,10,12,1
ACC0000033,CUST001865,2024-03,9574.86,10,12,0
ACC0000033,CUST001865,2024-04,9870.78,10,7,0
ACC0000033,CUST001865,2024-05,10274.35,14,4,0
ACC0000033,CUST001865,2024-06,9184.64,19,7,0
ACC0000033,CUST001865,2024-07,7806.26,1,0,0
ACC0000033,CUST001865,2024-08,6910.98,3,0,0
ACC0000033,CUST001865,2024-09,0.0,0,0,0
ACC0000033,CUST001865,2024-10,0.0,0,0,0
ACC0000033,CUST001865,2024-11,0.0,0,0,0
ACC0000033,CUST001865,2024-12,0.0,0,0,0
ACC0000035,CUST000066,2024-01,5345.45,12,2,0
ACC0000035,CUST000066,2024-02,5257.69,14,9,0
ACC0000035,CUST000066,2024-03,5265.04,13,8,0
ACC0000035,CUST000066,2024-04,5163.24,10,7,0
ACC0000035,CUST000066,2024-05,5172.37,15,5,0
ACC0000035,CUST000066,2024-06,5246.61,14,4,0
ACC0000035,CUST000066,2024-07,5337.82,13,11,1
ACC0000035,CUST000066,2024-08,5529.31,14,8,0
ACC0000035,CUST000066,2024-09,5673.22,15,9,0
ACC0000035,CUST000066,2024-10,5642.48,10,5,0
ACC0000035,CUST000066,2024-11,5559.89,18,15,0
ACC0000035,CUST000066,2024-12,5790.25,11,9,0
ACC0000037,CUST003957,2024-01,10510.39,18,10,0
ACC0000037,CUST003957,2024-02,10505.17,16,4,0
ACC0000037,CUST003957,2024-03,10890.79,15,6,0
ACC0000037,CUST003957,2024-04,11225.92,18,4,0
ACC0000037,CUST003957,2024-05,11137.02,5,7,0
ACC0000037,CUST003957,2024-06,11021.57,12,9,1
ACC0000037,CUST003957,2024-07,11495.19,12,11,0
ACC0000037,CUST003957,2024-08,11604.2,15,8,0
ACC0000037,CUST003957,2024-09,11724.53,8,7,0
ACC0000037,CUST003957,2024-10,11403.35,7,2,0
ACC0000037,CUST003957,2024-11,11190.21,10,11,0
ACC0000037,CUST003957,2024-12,11530.62,14,7,0
ACC0000040,CUST001527,2024-01,13199.8,11,3,0
ACC0000040,CUST001527,2024-02,13090.84,10,14,0
ACC0000040,CUST001527,2024-03,13245.67,11,10,0
ACC0000040,CUST001527,2024-04,13049.25,11,5,1
ACC0000040,CUST001527,2024-05,13320.06,12,13,0
ACC0000040,CUST001527,2024-06,13367.76,11,10,0
ACC0000040,CUST001527,2024-07,14027.75,10,12,0
ACC0000040,CUST001527,2024-08,13759.18,13,5,0
ACC0000040,CUST001527,2024-09,14133.88,10,13,0
ACC0000040,CUST001527,2024-10,14705.71,7,15,0
ACC0000040,CUST001527,2024-11,14541.56,9,7,0
ACC0000040,CUST001527,2024-12,15192.7,6,11,0
ACC0000041,CUST000034,2024-01,3910.98,6,10,0
ACC0000041,CUST000034,2024-02,4082.58,20,8,0
ACC0000041,CUST000034,2024-03,4184.64,13,14,0
ACC0000041,CUST000034,2024-04,4186.09,9,6,0
ACC0000041,CUST000034,2024-05,4259.0,11,9,0
ACC0000041,CUST000034,2024-06,4283.35,13,5,0
ACC0000041,CUST000034,2024-07,4444.12,11,7,0
ACC0000041,CUST000034,2024-08,4585.6,9,4,0
ACC0000041,CUST000034,2024-09,4569.01,14,5,0
ACC0000041,CUST000034,2024-10,4672.56,15,9,0
ACC0000041,CUST000034,2024-11,4546.78,11,8,0
ACC0000041,CUST000034,2024-12,4450.0,11,3,0
ACC0000042,CUST004161,2024-01,9791.53,11,4,0
ACC0000042,CUST004161,2024-02,9730.5,12,5,0
ACC0000042,CUST004161,2024-03,10082.71,9,6,0
ACC0000042,CUST004161,2024-04,10207.54,11,11,0
ACC0000042,CUST004161,2024-05,10610.52,17,6,0
ACC0000042,CUST004161,2024-06,10390.76,17,6,0
ACC0000042,CUST004161,2024-07,10143.7,8,5,0
ACC0000042,CUST004161,2024-08,9982.26,10,16,0
ACC0000042,CUST004161,2024-09,9801.18,9,12,0
ACC0000042,CUST004161,2024-10,9976.47,10,8,0
ACC0000042,CUST004161,2024-11,10025.01,6,10,0
ACC0000042,CUST004161,2024-12,10438.89,15,10,0
ACC0000043,CUST003226,2024-01,8640.77,14,7,0
ACC0000043,CUST003226,2024-02,7064.92,3,0,0
ACC0000043,CUST003226,2024-03,5698.86,2,3,0
ACC0000043,CUST003226,2024-04,0.0,0,0,0
ACC0000043,CUST003226,2024-05,0.0,0,0,0
ACC0000043,CUST003226,2024-06,0.0,0,0,0
ACC0000043,CUST003226,2024-07,0.0,0,0,0
ACC0000043,CUST003226,2024-08,0.0,0,0,0
ACC0000043,CUST003226,2024-09,0.0,0,0,0
ACC0000043,CUST003226,2024-10,0.0,0,0,0
ACC0000043,CUST003226,2024-11,0.0,0,0,0
ACC0000043,CUST003226,2024-12,0.0,0,0,0
ACC0000045,CUST000682,2024-01,4259.97,9,7,0
ACC0000045,CUST000682,2024-02,4340.15,11,6,0
ACC0000045,CUST000682,2024-03,4236.53,9,8,0
ACC0000045,CUST000682,2024-04,4280.77,25,7,0
ACC0000045,CUST000682,2024-05,4376.0,17,3,0
ACC0000045,CUST000682,2024-06,4514.48,15,7,1
ACC0000045,CUST000682,2024-07,4555.47,17,4,0
ACC0000045,CUST000682,2024-08,4681.67,12,10,0
ACC0000045,CUST000682,2024-09,4705.91,9,7,0
ACC0000045,CUST000682,2024-10,4585.93,10,6,0
ACC0000045,CUST000682,2024-11,4521.94,16,8,0
ACC0000045,CUST000682,2024-12,4497.52,10,4,0
ACC0000047,CUST003470,2024-01,6307.65,3,2,0
ACC0000047,CUST003470,2024-02,5146.43,3,1,0
ACC0000047,CUST003470,2024-03,0.0,0,0,0
ACC0000047,CUST003470,2024-04,0.0,0,0,0
ACC0000047,CUST003470,2024-05,0.0,0,0,0
ACC0000047,CUST003470,2024-06,0.0,0,0,0
ACC0000047,CUST003470,2024-07,0.0,0,0,0
ACC0000047,CUST003470,2024-08,0.0,0,0,0
ACC0000047,CUST003470,2024-09,0.0,0,0,0
ACC0000047,CUST003470,2024-10,0.0,0,0,0
ACC0000047,CUST003470,2024-11,0.0,0,0,0
ACC0000047,CUST003470,2024-12,0.0,0,0,0
ACC0000049,CUST003680,2024-01,7910.89,12,8,0
ACC0000049,CUST003680,2024-02,7777.57,13,7,0
ACC0000049,CUST003680,2024-03,8049.37,7,10,0
ACC0000049,CUST003680,2024-04,8438.36,9,3,1
ACC0000049,CUST003680,2024-05,8215.6,8,2,0
ACC0000049,CUST003680,2024-06,8001.71,9,5,0
ACC0000049,CUST003680,2024-07,8162.11,8,8,0
ACC0000049,CUST003680,2024-08,8424.95,9,3,0
ACC0000049,CUST003680,2024-09,6438.91,11,9,0
ACC0000049,CUST003680,2024-10,5269.61,3,0,0
ACC0000049,CUST003680,2024-11,4401.65,2,1,0
ACC0000049,CUST003680,2024-12,0.0,0,0,0
ACC0000051,CUST004801,2024-01,9387.12,11,9,0
ACC0000051,CUST004801,2024-02,9221.19,10,2,0
ACC0000051,CUST004801,2024-03,8995.26,15,8,0
ACC0000051,CUST004801,2024-04,8803.39,14,4,0
ACC0000051,CUST004801,2024-05,9106.11,15,12,0
ACC0000051,CUST004801,2024-06,9479.87,11,13,0
ACC0000051,CUST004801,2024-07,9242.35,9,12,0
ACC0000051,CUST004801,2024-08,9282.02,19,6,1
ACC0000051,CUST004801,2024-09,9356.15,13,6,0
ACC0000051,CUST004801,2024-10,9301.7,9,5,0
ACC0000051,CUST004801,2024-11,9652.03,20,8,0
ACC0000051,CUST004801,2024-12,9579.62,19,4,0
ACC0000056,CUST000764,2024-01,2326.88,12,12,0
ACC0000056,CUST000764,2024-02,2403.53,17,10,0
ACC0000056,CUST000764,2024-03,2487.47,14,6,0
ACC0000056,CUST000764,2024-04,2508.36,9,7,0
ACC0000056,CUST000764,2024-05,2526.83,15,6,0
ACC0000056,CUST000764,2024-06,2607.34,7,3,0
ACC0000056,CUST000764,2024-07,2655.93,6,6,0
ACC0000056,CUST000764,2024-08,2665.29,15,7,0
ACC0000056,CUST000764,2024-09,2587.17,12,12,0
ACC0000056,CUST000764,2024-10,2576.45,13,10,0
ACC0000056,CUST000764,2024-11,2657.71,18,8,0
ACC0000056,CUST000764,2024-12,2662.45,11,7,0
ACC0000057,CUST000466,2024-01,4722.56,13,11,0
ACC0000057,CUST000466,2024-02,4954.97,7,12,0
ACC0000057,CUST000466,2024-03,5033.96,9,10,0
ACC0000057,CUST000466,2024-04,5250.3,14,6,0
ACC0000057,CUST000466,2024-05,5098.67,13,6,0
ACC0000057,CUST000466,2024-06,4976.23,5,13,0
ACC0000057,CUST000466,2024-07,5073.24,15,10,0
ACC0000057,CUST000466,2024-08,5182.43,14,10,0
ACC0000057,CUST000466,2024-09,5240.31,19,10,0
ACC0000057,CUST000466,2024-10,5100.2,8,6,0
ACC0000057,CUST000466,2024-11,5232.69,12,7,0
ACC0000057,CUST000466,2024-12,5125.32,7,10,0
ACC0000059,CUST001150,2024-01,8255.43,11,7,0
ACC0000059,CUST001150,2024-02,8631.81,11,8,0
ACC0000059,CUST001150,2024-03,8674.84,15,9,0
ACC0000059,CUST001150,2024-04,8671.24,8,9,0
ACC0000059,CUST001150,2024-05,8721.07,9,10,0
ACC0000059,CUST001150,2024-06,8668.4,9,7,0
ACC0000059,CUST001150,2024-07,8699.31,8,5,0
ACC0000059,CUST001150,2024-08,8526.33,15,6,0
ACC0000059,CUST001150,2024-09,8510.95,10,3,1
ACC0000059,CUST001150,2024-10,8635.55,9,9,0
ACC0000059,CUST001150,2024-11,8502.03,8,7,0
ACC0000059,CUST001150,2024-12,8380.33,17,8,0
ACC0000060,CUST002648,2024-01,5438.64,11,5,0
ACC0000060,CUST002648,2024-02,5300.02,10,10,0
ACC0000060,CUST002648,2024-03,5271.7,15,6,1
ACC0000060,CUST002648,2024-04,5496.54,12,9,0
ACC0000060,CUST002648,2024-05,5682.42,5,8,0
ACC0000060,CUST002648,2024-06,5863.47,13,7,0
ACC0000060,CUST002648,2024-07,5953.22,14,10,0
ACC0000060,CUST002648,2024-08,6047.54,8,7,0
ACC0000060,CUST002648,2024-09,6178.14,11,7,0
ACC0000060,CUST002648,2024-10,6180.95,20,6,0
ACC0000060,CUST002648,2024-11,6153.78,13,7,0
ACC0000060,CUST002648,2024-12,6097.96,10,8,0
ACC0000061,CUST001418,2024-01,6675.59,9,6,0
ACC0000061,CUST001418,2024-02,6496.11,11,11,0
ACC0000061,CUST001418,2024-03,6408.02,12,2,0
ACC0000061,CUST001418,2024-04,6665.25,13,6,0
ACC0000061,CUST001418,2024-05,6536.23,13,6,0
ACC0000061,CUST001418,2024-06,6457.99,14,7,0
ACC0000061,CUST001418,2024-07,6669.34,7,7,0
ACC0000061,CUST001418,2024-08,6726.38,10,8,1
ACC0000061,CUST001418,2024-09,6855.35,12,10,0
ACC0000061,CUST001418,2024-10,6716.32,5,12,0
ACC0000061,CUST001418,2024-11,6990.81,16,12,0
ACC0000061,CUST001418,2024-12,7085.9,11,8,0
ACC0000063,CUST000585,2024-01,7660.47,14,16,0
ACC0000063,CUST000585,2024-02,7983.18,15,5,0
ACC0000063,CUST000585,2024-03,8163.59,11,12,0
ACC0000063,CUST000585,2024-04,8221.39,15,9,0
ACC0000063,CUST000585,2024-05,8003.79,10,11,0
ACC0000063,CUST000585,2024-06,8138.31,16,6,0
ACC0000063,CUST000585,2024-07,8062.8,11,9,0
ACC0000063,CUST000585,2024-08,7940.92,17,7,0
ACC0000063,CUST000585,2024-09,7964.99,12,7,0
ACC0000063,CUST000585,2024-10,8098.19,11,15,0
ACC0000063,CUST000585,2024-11,8297.93,12,4,0
ACC0000063,CUST000585,2024-12,8316.98,11,7,0
ACC0000064,CUST002230,2024-01,5993.02,8,11,0
ACC0000064,CUST002230,2024-02,6276.56,10,6,0
ACC0000064,CUST002230,2024-03,6101.33,9,12,0
ACC0000064,CUST002230,2024-05,6221.05,15,10,0
ACC0000064,CUST002230,2024-06,6219.52,12,9,0
ACC0000064,CUST002230,2024-07,6490.22,9,6,0
ACC0000064,CUST002230,2024-08,6682.06,11,9,0
ACC0000064,CUST002230,2024-09,6523.12,13,10,0
ACC0000064,CUST002230,2024-10,6725.06,12,10,0
ACC0000064,CUST002230,2024-11,6799.79,15,12,0
ACC0000064,CUST002230,2024-12,6879.04,14,7,0
ACC0000065,CUST003471,2024-01,17583.7,12,8,0
ACC0000065,CUST003471,2024-02,18365.64,21,15,0
ACC0000065,CUST003471,2024-03,19183.7,12,2,0
ACC0000065,CUST003471,2024-04,19694.14,15,9,0
ACC0000065,CUST003471,2024-05,19539.13,10,11,0
ACC0000065,CUST003471,2024-06,19465.96,13,7,0
ACC0000065,CUST003471,2024-07,20418.46,14,7,0
ACC0000065,CUST003471,2024-08,20996.26,13,9,0
ACC0000065,CUST003471,2024-09,21197.32,11,13,0
ACC0000065,CUST003471,2024-10,21356.64,9,7,0
ACC0000065,CUST003471,2024-11,20727.31,11,6,0
ACC0000065,CUST003471,2024-12,20442.79,15,9,0
ACC0000067,CUST002237,2024-01,6659.35,17,7,0
ACC0000067,CUST002237,2024-02,6760.88,13,6,0
ACC0000067,CUST002237,2024-03,7035.86,14,7,0
ACC0000067,CUST002237,2024-04,7252.42,16,7,0
ACC0000067,CUST002237,2024-05,7334.9,17,6,0
ACC0000067,CUST002237,2024-06,7171.82,16,12,0
ACC0000067,CUST002237,2024-07,7220.47,10,9,0
ACC0000067,CUST002237,2024-08,7270.72,4,9,0
ACC0000067,CUST002237,2024-09,7154.47,12,9,0
ACC0000067,CUST002237,2024-10,7077.67,10,2,0
ACC0000067,CUST002237,2024-11,7069.33,14,4,0
ACC0000067,CUST002237,2024-12,6902.79,16,7,0
ACC0000069,CUST002440,2024-01,6082.49,11,9,0
ACC0000069,CUST002440,2024-02,6185.3,13,7,0
ACC0000069,CUST002440,2024-03,6142.81,14,4,0
ACC0000069,CUST002440,2024-04,6213.81,11,4,0
ACC0000069,CUST002440,2024-05,6165.93,10,5,0
ACC0000069,CUST002440,2024-06,6043.02,10,5,0
ACC0000069,CUST002440,2024-07,6328.44,9,4,0
ACC0000069,CUST002440,2024-08,6398.56,8,6,0
ACC0000069,CUST002440,2024-09,6325.87,13,13,0
ACC0000069,CUST002440,2024-10,6551.33,11,10,0
ACC0000069,CUST002440,2024-11,6738.15,10,5,0
ACC0000069,CUST002440,2024-12,6617.84,14,17,0
ACC0000070,CUST001935,2024-01,6094.89,12,12,0
ACC0000070,CUST001935,2024-02,6218.41,14,8,0
ACC0000070,CUST001935,2024-03,6368.38,11,8,0
ACC0000070,CUST001935,2024-04,6629.2,13,9,0
ACC0000070,CUST001935,2024-05,6674.67,11,7,0
ACC0000070,CUST001935,2024-06,6661.99,8,14,0
ACC0000070,CUST001935,2024-07,6504.48,8,9,1
ACC0000070,CUST001935,2024-08,6368.19,11,11,0
ACC0000070,CUST001935,2024-09,6604.05,14,6,0
ACC0000070,CUST001935,2024-10,6691.75,9,9,0
ACC0000070,CUST001935,2024-11,6910.36,11,10,0
ACC0000070,CUST001935,2024-12,7170.38,9,7,0
ACC0000071,CUST000394,2024-01,4437.66,7,13,0
ACC0000071,CUST000394,2024-02,4513.84,11,11,0
ACC0000071,CUST000394,2024-03,4606.84,12,9,1
ACC0000071,CUST000394,2024-04,4814.48,12,10,0
ACC0000071,CUST000394,2024-05,4914.45,13,9,0
ACC0000071,CUST000394,2024-06,4961.31,5,8,0
ACC0000071,CUST000394,2024-07,4857.89,10,10,0
ACC0000071,CUST000394,2024-08,4723.42,10,5,0
ACC0000071,CUST000394,2024-09,4589.16,11,5,0
ACC0000071,CUST000394,2024-10,4783.2,10,8,0
ACC0000071,CUST000394,2024-11,4743.44,7,3,0
ACC0000071,CUST000394,2024-12,4846.84,14,8,0
ACC0000072,CUST000556,2024-01,507.63,14,11,0
ACC0000072,CUST000556,2024-02,499.14,13,13,0
ACC0000072,CUST000556,2024-03,522.71,13,14,0
ACC0000072,CUST000556,2024-04,538.96,13,10,0
ACC0000072,CUST000556,2024-05,565.15,21,7,0
ACC0000072,CUST000556,2024-06,555.41,17,12,1
ACC0000072,CUST000556,2024-07,559.61,13,4,0
ACC0000072,CUST000556,2024-08,562.64,13,7,0
ACC0000072,CUST000556,2024-09,545.93,17,8,0
ACC0000072,CUST000556,2024-10,566.56,9,13,1
ACC0000072,CUST000556,2024-11,551.97,9,7,0
ACC0000072,CUST000556,2024-12,562.72,10,6,0
ACC0000074,CUST001362,2024-01,3112.23,11,8,0
ACC0000074,CUST001362,2024-02,3221.07,8,3,0
ACC0000074,CUST001362,2024-03,3203.5,12,6,0
ACC0000074,CUST001362,2024-04,3170.5,15,8,0
ACC0000074,CUST001362,2024-05,3186.52,20,8,0
ACC0000074,CUST001362,2024-06,3271.51,16,11,0
ACC0000074,CUST001362,2024-07,3206.9,16,7,0
ACC0000074,CUST001362,2024-08,3235.05,11,10,0
